134	Lei Zhang, Michael Färber, Thanh Tran and Achim Rettinger. Exploiting Semantic Annotations for Entity-based Information Retrieval	Lei Zhang, Michael Färber, Thanh Tran and Achim Rettinger	Exploiting Semantic Annotations for Entity-based Information Retrieval	ACCEPT as poster
135	Besnik Fetahu, Ujwal Gadiraju and Stefan Dietze. Crawl Me Maybe: Iterative Linked Dataset Preservation	Besnik Fetahu, Ujwal Gadiraju and Stefan Dietze	Crawl Me Maybe: Iterative Linked Dataset Preservation	ACCEPT as poster
136	Fabio Benedetti, Laura Po and Sonia Bergamaschi. A Visual Summary for Linked Open Data sources	Fabio Benedetti, Laura Po and Sonia Bergamaschi	A Visual Summary for Linked Open Data sources	ACCEPT as demo
137	Danilo Carvalho, Cagatay Calli, Andre Freitas and Edward Curry. EasyESA: A Low-effort Infrastructure for Explicit Semantic Analysis	Danilo Carvalho, Cagatay Calli, Andre Freitas and Edward Curry	EasyESA: A Low-effort Infrastructure for Explicit Semantic Analysis	ACCEPT as demo
138	Hyeongsik Kim, Padmashree Ravindra and Kemafor Anyanwu. A Semantics-Oriented Storage Model for Big Heterogeneous RDF Data	Hyeongsik Kim, Padmashree Ravindra and Kemafor Anyanwu	A Semantics-Oriented Storage Model for Big Heterogeneous RDF Data	ACCEPT as poster
139	Stefan Hagedorn and Kai-Uwe Sattler. LODHub - A Platform for Sharing and Analyzing large-scale Linked Open Data	Stefan Hagedorn and Kai-Uwe Sattler	LODHub - A Platform for Sharing and Analyzing large-scale Linked Open Data	ACCEPT as demo
140	Yuji Yamagata and Naoki Fukuta. Approximating Inference-enabled Federated SPARQL Queries on Multiple Endpoints	Yuji Yamagata and Naoki Fukuta	Approximating Inference-enabled Federated SPARQL Queries on Multiple Endpoints	ACCEPT as poster
141	Tong Ruan, Haofen Wang and Fanghuai Hu. VKGBuilder -- A Tool of Building and Exploring Vertical Knowledge Graphs	Tong Ruan, Haofen Wang and Fanghuai Hu	VKGBuilder -- A Tool of Building and Exploring Vertical Knowledge Graphs	ACCEPT as poster
142	Silviu Vert, Bogdan Dragulescu and Radu Vasiu. LOD4AR: Exploring Linked Open Data with a Mobile Augmented Reality Web Application	Silviu Vert, Bogdan Dragulescu and Radu Vasiu	LOD4AR: Exploring Linked Open Data with a Mobile Augmented Reality Web Application	ACCEPT as demo
144	Cornelia Hedeler, Bijan Parsia and Brigitte Mathiak. Using the semantic web for author disambiguation - are we there yet?	Cornelia Hedeler, Bijan Parsia and Brigitte Mathiak	Using the semantic web for author disambiguation - are we there yet?	ACCEPT as poster
147	Maribel Acosta, Maria Esther Vidal, Fabian Flöck, Simon Castillo, Carlos Buil Aranda and Andreas Harth. SHEPHERD: A Shipping-Based Query Processor to Enhance SPARQL Endpoint Performance	Maribel Acosta, Maria Esther Vidal, Fabian Flöck, Simon Castillo, Carlos Buil Aranda and Andreas Harth	SHEPHERD: A Shipping-Based Query Processor to Enhance SPARQL Endpoint Performance	ACCEPT as poster
148	Maribel Acosta, Maria Esther Vidal, Fabian Flöck, Simon Castillo and Andreas Harth. PLANET: Query Plan Visualizer for Shipping Policies against Single SPARQL Endpoints	Maribel Acosta, Maria Esther Vidal, Fabian Flöck, Simon Castillo and Andreas Harth	PLANET: Query Plan Visualizer for Shipping Policies against Single SPARQL Endpoints	ACCEPT as demo
149	Felix Leif Keppmann, Tobias Käfer, Steffen Stadtmüller, René Schubotz and Andreas Harth. High Performance Linked Data Processing for Virtual Reality Environments	Felix Leif Keppmann, Tobias Käfer, Steffen Stadtmüller, René Schubotz and Andreas Harth	High Performance Linked Data Processing for Virtual Reality Environments	ACCEPT as demo
151	Daniel Faria, Catia Pesquita, Emanuel Santos, Isabel F. Cruz and Francisco Couto. AgreementMakerLight 2.0: Towards Efficient Large-Scale Ontology Matching	Daniel Faria, Catia Pesquita, Emanuel Santos, Isabel F. Cruz and Francisco Couto	AgreementMakerLight 2.0: Towards Efficient Large-Scale Ontology Matching	ACCEPT as poster
153	Ujwal Gadiraju, Ricardo Kawase and Stefan Dietze. Extracting Architectural Patterns from Web data	Ujwal Gadiraju, Ricardo Kawase and Stefan Dietze	Extracting Architectural Patterns from Web data	ACCEPT as poster
154	Natanael Arndt and Sebastian Tramp. Xodx – A node for the Distributed Semantic Social Network	Natanael Arndt and Sebastian Tramp	Xodx – A node for the Distributed Semantic Social Network	ACCEPT as poster
155	Kouji Kozaki and Riichiro Mizoguchi. An Ontology Explorer for Biomimetics Database	Kouji Kozaki and Riichiro Mizoguchi	An Ontology Explorer for Biomimetics Database	ACCEPT as poster
156	Fabio Rinaldi. Semi-Automated Semantic Annotation of the Biomedical Literature	Fabio Rinaldi	Semi-Automated Semantic Annotation of the Biomedical Literature	ACCEPT as poster
157	Stephane Campinas. Live SPARQL Auto-Completion	Stephane Campinas	Live SPARQL Auto-Completion	ACCEPT as poster
